,Unnamed: 0,tweet_id,text,likes,airline,string_text,subjectivity,polarity,sentiment,reason
191,429,1337139376934023169,"['perfect', 'essential', 'courtesy', 'turkishairlines', 'hope']",0,Turkish airlines,perfect essential courtesy turkishairlines hope,0.65,0.5,Positive,['perfect']
192,433,1337102577473818625,"['perfect', 'essential', 'courtesy', 'turkishairlines', 'hope']",66,Turkish airlines,perfect essential courtesy turkishairlines hope,0.65,0.5,Positive,['perfect']
193,434,1337081350483042305,"['long', 'island', 'federal', 'prosecutor', 'wednesday', 'charged', 'people', 'operating', 'official', 'called', 'massive', 'ille']",0,Turkish airlines,long island federal prosecutor wednesday charged people operating official called massive ille,0.7,-0.025,Negative,['long']
194,436,1337064561418104832,"['true', 'expression', 'team', 'spirit', 'delivered', 'montenegro', 'rival', 'club', 'buducnost', 'voli', 'podgori']",0,Turkish airlines,true expression team spirit delivered montenegro rival club buducnost voli podgori,0.65,0.35,Positive,['true']
195,437,1337059294894821376,"['travelagentmall', 'brings', 'best', 'airfare', 'deal', 'turkish', 'airline', 'visit', 'airfare', 'turki']",0,Turkish airlines,travelagentmall brings best airfare deal turkish airline visit airfare turki,0.3,1.0,Positive,['best']
196,439,1336995576265789444,"['airline', 'fast', 'scrambling', 'aircraft', 'cold', 'storage', 'unit', 'deliver', 'covid', 'vaccine']",2,Turkish airlines,airline fast scrambling aircraft cold storage unit deliver covid vaccine,0.8,-0.2,Negative,"['fast', 'cold']"
197,440,1336977079703891971,"['enjoy', 'turkishcoffeeday', 'turkishcoffeeday', 'aiming', 'bring', 'coffeeloving', 'country', 'together', 'speci']",0,Turkish airlines,enjoy turkishcoffeeday turkishcoffeeday aiming bring coffeeloving country together speci,0.5,0.4,Positive,['enjoy']
198,443,1336618773072277504,"['ready', 'transport', 'covid', 'vaccine', 'turkish', 'cargo', 'carry', 'health', 'world', 'global']",0,Turkish airlines,ready transport covid vaccine turkish cargo carry health world global,0.25,0.1,Positive,['ready']
199,445,1336603688937418755,"['turkishairlines', 'turkishcargo', 'ready', 'transport', 'covid', 'vaccine', 'turkish', 'cargo', 'carry', 'health', 'world']",0,Turkish airlines,turkishairlines turkishcargo ready transport covid vaccine turkish cargo carry health world,0.5,0.2,Positive,['ready']
200,446,1336597626721071105,"['turkishairlines', 'turkishcargo', 'ready', 'transport', 'covid', 'vaccine', 'turkish', 'cargo', 'carry', 'health']",3,Turkish airlines,turkishairlines turkishcargo ready transport covid vaccine turkish cargo carry health,0.5,0.2,Positive,['ready']
201,449,1336280682910412801,"['ready', 'transport', 'covid', 'vaccine', 'turkish', 'cargo', 'carry', 'health', 'world', 'global']",706,Turkish airlines,ready transport covid vaccine turkish cargo carry health world global,0.25,0.1,Positive,['ready']
202,451,1336247169662263296,"['mwah', 'comeback', 'great', 'turkishairlines', 'turkishairlinesroblox']",0,Turkish airlines,mwah comeback great turkishairlines turkishairlinesroblox,0.75,0.8,Positive,['great']
203,455,1336050494821691392,"['renag', 'boycott', 'turkey', 'nice']",1,Turkish airlines,renag boycott turkey nice,1.0,0.6,Positive,['nice']
204,456,1336050394925916160,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl']",2,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl,1.0,0.6,Positive,['nice']
205,457,1336049114241355776,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl']",1,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl,1.0,0.6,Positive,['nice']
206,458,1336048580457418752,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl', 'sanctionturkey', 'turkiye']",0,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl sanctionturkey turkiye,1.0,0.6,Positive,['nice']
207,459,1336048419115130882,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl', 'sanctionturkey']",2,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl sanctionturkey,1.0,0.6,Positive,['nice']
208,460,1336047939177758720,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl']",2,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl,1.0,0.6,Positive,['nice']
209,466,1335854770121224193,"['fethiye', 'antalya', 'artvin', 'mersin', 'researched', 'wonderful', 'trekking', 'route', 'available']",0,Turkish airlines,fethiye antalya artvin mersin researched wonderful trekking route available,0.7,0.7,Positive,"['wonderful', 'available']"
210,467,1335854748923269121,"['insert', 'cool', 'quote', 'turkishairlines']",0,Turkish airlines,insert cool quote turkishairlines,0.65,0.35,Positive,['cool']
211,468,1335797395754418178,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl']",1,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl,1.0,0.6,Positive,['nice']
212,470,1335785169702191105,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl']",1,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl,1.0,0.6,Positive,['nice']
213,473,1335535271224479744,"['insert', 'cool', 'quote', 'turkishairlines']",534,Turkish airlines,insert cool quote turkishairlines,0.65,0.35,Positive,['cool']
214,475,1335519640588591106,"['changed', 'airport', 'married', 'couple', 'flying', 'ticket', 'last']",0,Turkish airlines,changed airport married couple flying ticket last,0.15833333333333333,0.125,Positive,['married']
215,476,1335327219321688064,"['frequent', 'mile', 'customer', 'turkishairlines', 'thyao', 'sanctionturkey', 'boyc']",0,Turkish airlines,frequent mile customer turkishairlines thyao sanctionturkey boyc,0.3,0.1,Positive,['frequent']
216,477,1335306264302280709,"['turkishairlines', 'friendly', 'tеrrог', 'exporter', 'name', 'fresh', 'terrorair', 'http']",0,Turkish airlines,turkishairlines friendly tеrrог exporter name fresh terrorair http,0.5,0.3375,Positive,"['friendly', 'fresh']"
217,478,1335306003634671626,"['turkishairlines', 'friendly', 'tеrrог', 'exporter', 'name', 'fresh', 'terrorair']",5,Turkish airlines,turkishairlines friendly tеrrог exporter name fresh terrorair,0.5,0.3375,Positive,"['friendly', 'fresh']"
218,479,1335296317455704065,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist']",6,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist,1.0,0.6,Positive,['nice']
219,480,1335277315857604608,"['indeed', 'history', 'repeat', 'know', 'boycott', 'turkey', 'nice']",4,Turkish airlines,indeed history repeat know boycott turkey nice,1.0,0.6,Positive,['nice']
220,482,1335223229170978817,"['enjoy', 'turkishcoffeeday', 'turkishcoffeeday', 'aiming', 'bring', 'coffeeloving', 'country', 'together']",588,Turkish airlines,enjoy turkishcoffeeday turkishcoffeeday aiming bring coffeeloving country together,0.5,0.4,Positive,['enjoy']
221,486,1334996764168863745,"['boycott', 'turkey', 'nice', 'usdtry', 'turkishlira', 'bist', 'dolartl']",0,Turkish airlines,boycott turkey nice usdtry turkishlira bist dolartl,1.0,0.6,Positive,['nice']
222,488,1334988493261508612,"['enjoy', 'limitless', 'freedom', 'travel', 'flexible', 'changing', 'right', 'detailed', 'information', 'flexible']",0,Turkish airlines,enjoy limitless freedom travel flexible changing right detailed information flexible,0.5952380952380952,0.361904761904762,Positive,"['enjoy', 'right', 'detailed']"
223,490,1334953375746514945,"['boycott', 'turkey', 'nice', 'usdtry', 'turkishlira', 'bist', 'dolartl']",2,Turkish airlines,boycott turkey nice usdtry turkishlira bist dolartl,1.0,0.6,Positive,['nice']
224,491,1334935039881011200,"['fragkos', 'turkey', 'allowed', 'currency', 'erdogan', 'filthy', 'mone']",4,Turkish airlines,fragkos turkey allowed currency erdogan filthy mone,1.0,-0.8,Negative,['filthy']
225,493,1334805013483360258,"['fethiye', 'antalya', 'artvin', 'mersin', 'researched', 'wonderful', 'trekking', 'route', 'available']",488,Turkish airlines,fethiye antalya artvin mersin researched wonderful trekking route available,0.7,0.7,Positive,"['wonderful', 'available']"
226,500,1334662289937453056,"['turkish', 'cannibal', 'fooling', 'really', 'think', 'going', 'away']",2,Turkish airlines,turkish cannibal fooling really think going away,0.2,0.2,Positive,['really']
227,502,1334573219295203331,"['flight', 'plan', 'updated', 'click', 'video', 'meet', 'throughout', 'december', 'safe', 'trave']",0,Turkish airlines,flight plan updated click video meet throughout december safe trave,0.5,0.5,Positive,['safe']
228,504,1334498546612101122,"['thank', 'much', 'info', 'excellent', 'costumer', 'support', 'service', 'helpdesk', 'turkishairlines']",0,Turkish airlines,thank much info excellent costumer support service helpdesk turkishairlines,0.6,0.6,Positive,"['much', 'excellent']"
229,505,1334495203802091520,"['helpdesk', 'explained', 'situation', 'please', 'clarify', 'information', 'many', 'thanks', 'turkishairlines']",0,Turkish airlines,helpdesk explained situation please clarify information many thanks turkishairlines,0.35,0.35,Positive,"['many', 'thanks']"
230,506,1334484564786499590,"['acid', 'victim', 'burnt', 'jealous', 'exlover', 'shsm', 'treatment']",0,Turkish airlines,acid victim burnt jealous exlover shsm treatment,0.05,-0.07500000000000001,Negative,['victim']
231,508,1334463897542270976,"['happy', 'partner', 'airline', 'turkishairlines', 'launching', 'flight', 'wewilltravelagain']",1,Turkish airlines,happy partner airline turkishairlines launching flight wewilltravelagain,1.0,0.8,Positive,['happy']
232,510,1334402427148259329,"['dont', 'comply', 'transport', 'operator', 'performing', 'flight', 'shall', 'liable']",1,Turkish airlines,dont comply transport operator performing flight shall liable,0.5,-0.1,Negative,['liable']
233,514,1334272585949995010,"['boom', 'headrest', 'designed', 'provide', 'complete', 'neck', 'head', 'support', 'ensuring', 'orthopedic', 'health', 'comfort']",0,Turkish airlines,boom headrest designed provide complete neck head support ensuring orthopedic health comfort,0.4,0.1,Positive,['complete']
234,515,1334256952260485120,"['anyone', 'surprised', 'massive', 'worldwide', 'turkey', 'boycott', 'going', 'right']",6,Turkish airlines,anyone surprised massive worldwide turkey boycott going right,0.8119047619047618,0.12857142857142856,Positive,"['surprised', 'right']"
235,519,1334197851426054149,"['incompetence', 'worker', 'great', 'prestige', 'passen']",1,Turkish airlines,incompetence worker great prestige passen,0.75,0.8,Positive,['great']
236,521,1334173331101265921,"['salute', 'five', 'eurocups', 'seniormost', 'player', 'leader', 'least', 'year', 'type']",0,Turkish airlines,salute five eurocups seniormost player leader least year type,0.4,-0.3,Negative,['least']
237,523,1334166537599586308,"['arab', 'outlet', 'reported', 'turkish', 'military', 'cargo', 'plane', 'unloaded', 'cargo', 'tuesday', 'alwattaya', 'base']",0,Turkish airlines,arab outlet reported turkish military cargo plane unloaded cargo tuesday alwattaya base,0.55,-0.45,Negative,"['military', 'base']"
238,524,1334063741424578561,"['turkish', 'airline', 'playing', 'game', 'refund', 'passenger', 'turkey', 'turkishairlines', 'travel']",5,Turkish airlines,turkish airline playing game refund passenger turkey turkishairlines travel,0.4,-0.4,Negative,['game']
239,525,1334063260178538496,"['flight', 'plan', 'updated', 'click', 'video', 'meet', 'throughout', 'december', 'safe']",575,Turkish airlines,flight plan updated click video meet throughout december safe,0.5,0.5,Positive,['safe']
240,526,1334039213885546504,"['wrong', 'turkishairlines', 'asked', 'time', 'partial', 'refund', 'according', 'ticket']",2,Turkish airlines,wrong turkishairlines asked time partial refund according ticket,0.6,-0.3,Negative,"['wrong', 'partial']"
241,528,1333912126239469568,"['olimpia', 'milano', 'survived', 'tough', 'finale', 'aviv', 'help', 'delaney', 'turkishairlines']",0,Turkish airlines,olimpia milano survived tough finale aviv help delaney turkishairlines,0.8333333333333334,-0.3888888888888889,Negative,['tough']
242,531,1333840861193441287,"['authority', 'answer', 'direct', 'question', 'regarding', 'file', 'still', 'ignoring', 'direct', 'question']",1,Turkish airlines,authority answer direct question regarding file still ignoring direct question,0.4,0.1,Positive,"['direct', 'direct']"
243,538,1336883367103651841,"['changi', 'ready', 'vaccine', 'distribution', 'asia', 'singapore', 'cargo', 'gear', 'safe', 'transportation']",0,Singapor airlines,changi ready vaccine distribution asia singapore cargo gear safe transportation,0.5,0.35,Positive,"['ready', 'safe']"
244,551,1335992017956917248,"['full', 'service', 'private', 'airline', 'vistara', 'entered', 'commercial', 'cooperation', 'framework', 'agreement']",0,Singapor airlines,full service private airline vistara entered commercial cooperation framework agreement,0.3083333333333333,0.11666666666666665,Positive,['full']
245,552,1335953533007519745,"['full', 'service', 'private', 'airline', 'vistara', 'entered', 'commercial', 'cooperation', 'framework', 'agreement']",1,Singapor airlines,full service private airline vistara entered commercial cooperation framework agreement,0.3083333333333333,0.11666666666666665,Positive,['full']
246,559,1335765195738632192,"['catch', 'covid', 'flight', 'excellent', 'analysis', 'happen', 'emirate', 'newzealand']",0,Singapor airlines,catch covid flight excellent analysis happen emirate newzealand,1.0,1.0,Positive,['excellent']
247,566,1335164076079501312,"['coronavirus', 'singapore', 'airline', 'ready', 'fleet', 'shipping', 'vaccine', 'southkorea', 'capital', 'began', 'enforcing']",1,Singapor airlines,coronavirus singapore airline ready fleet shipping vaccine southkorea capital began enforcing,0.5,0.2,Positive,['ready']
248,568,1334737122641764352,"['consumer', 'flight', 'booking', 'cancelled', 'airline', 'covid', 'refund', 'processed', 'goibibo', 'complaint', 'filed']",0,Singapor airlines,consumer flight booking cancelled airline covid refund processed goibibo complaint filed,0.2,-0.3,Negative,['complaint']
249,569,1334729763613622272,"['consumer', 'flight', 'booking', 'cancelled', 'airline', 'covid', 'refund', 'processed', 'goibibo', 'complaint']",2,Singapor airlines,consumer flight booking cancelled airline covid refund processed goibibo complaint,0.2,-0.3,Negative,['complaint']
250,570,1334701348059635712,"['singapore', 'airline', 'singapore', 'airline', 'expensive', 'year']",0,Singapor airlines,singapore airline singapore airline expensive year,0.7,-0.5,Negative,['expensive']
251,574,1334383477907578881,"['stunning', 'needed', 'beauty', 'sleep', 'flying', 'world', 'longest', 'flight']",0,Singapor airlines,stunning needed beauty sleep flying world longest flight,1.0,0.5,Positive,['stunning']
252,576,1334130980433653760,"['arriving', 'early', 'morning', 'winter', 'light', 'avgeek']",8,Singapor airlines,arriving early morning winter light avgeek,0.5,0.25,Positive,"['early', 'light']"
253,579,1333806977814827008,"['stunning', 'needed', 'beauty', 'sleep', 'flying', 'world', 'longest', 'flight']",155,Singapor airlines,stunning needed beauty sleep flying world longest flight,1.0,0.5,Positive,['stunning']
254,581,1337154884043419649,"['know', 'healthcare', 'hero', 'would', 'love', 'welldeserved', 'holiday', 'travel', 'restriction', 'ease']",0,Qatar airways,know healthcare hero would love welldeserved holiday travel restriction ease,0.6,0.5,Positive,['love']
255,583,1337118346521690113,"['wayticket', 'must', 'travel', 'namibia', 'surreal', 'qatarairways']",0,Qatar airways,wayticket must travel namibia surreal qatarairways,1.0,0.25,Positive,['surreal']
256,584,1337117470608543751,"['must', 'travel', 'namibia', 'surreal', 'qatarairways']",0,Qatar airways,must travel namibia surreal qatarairways,1.0,0.25,Positive,['surreal']
257,589,1337103925212717056,"['enjoy', 'safe', 'trip', 'favourite', 'destination', 'qsuite', 'provides', 'total', 'privacy']",0,Qatar airways,enjoy safe trip favourite destination qsuite provides total privacy,0.5833333333333334,0.3,Positive,"['enjoy', 'safe']"
258,590,1337098001811185666,"['global', 'game', 'transcends', 'culture', 'brings', 'together', 'show', 'world', 'skill', 'chance', 'qatar', 'airway']",0,Qatar airways,global game transcends culture brings together show world skill chance qatar airway,0.2,-0.2,Negative,['game']
259,594,1337087231467663361,"['good', 'night', 'pearl', 'qatar', 'good', 'night', 'qatar', 'qatarinstagram', 'qatarweather', 'qatarlife', 'qatarfoundation']",0,Qatar airways,good night pearl qatar good night qatar qatarinstagram qatarweather qatarlife qatarfoundation,0.6000000000000001,0.7,Positive,"['good', 'good']"
260,595,1337085870554353670,"['qatarairways', 'delighted', 'open', 'first', 'loro', 'piana', 'airport', 'boutique', 'middle']",0,Qatar airways,qatarairways delighted open first loro piana airport boutique middle,0.3833333333333333,0.2375,Positive,"['delighted', 'first']"
261,598,1337072080672628736,"['enjoy', 'safe', 'trip', 'favourite', 'destination', 'qsuite', 'provides', 'total']",71,Qatar airways,enjoy safe trip favourite destination qsuite provides total,0.5833333333333334,0.3,Positive,"['enjoy', 'safe']"
262,599,1337070485692178434,"['enjoy', 'safe', 'trip', 'favourite', 'destination', 'qsuite', 'provides', 'total']",0,Qatar airways,enjoy safe trip favourite destination qsuite provides total,0.5833333333333334,0.3,Positive,"['enjoy', 'safe']"
263,600,1337069758232072192,"['terrible', 'customer', 'service', 'want', 'people', 'additional', 'rebook', 'fever']",0,Qatar airways,terrible customer service want people additional rebook fever,1.0,-1.0,Negative,['terrible']
264,601,1337069600811397122,"['terrible', 'customer', 'service', 'want', 'people', 'additional', 'rebook', 'fever']",1,Qatar airways,terrible customer service want people additional rebook fever,1.0,-1.0,Negative,['terrible']
265,603,1337052596071227395,"['seattle', 'added', 'qatar', 'airway', 'network', 'first', 'quarter', 'next', 'year', 'becoming', 'destinati']",1,Qatar airways,seattle added qatar airway network first quarter next year becoming destinati,0.3944444444444444,0.2333333333333333,Positive,"['first', 'becoming']"
266,605,1337049679679401984,"['qatar', 'airway', 'announces', 'flight', 'seattle', 'frequent', 'flyer', 'agreement', 'alaska', 'airline']",0,Qatar airways,qatar airway announces flight seattle frequent flyer agreement alaska airline,0.3,0.1,Positive,['frequent']
267,606,1337045922237308929,"['video', 'dedicated', 'effort', 'hard', 'work', 'hope', 'best', 'result', 'thank']",0,Qatar airways,video dedicated effort hard work hope best result thank,0.4208333333333333,0.35416666666666663,Positive,"['hard', 'best']"
268,607,1337041884380741635,"['qatarairways', 'delighted', 'open', 'first', 'loro', 'piana', 'airport', 'boutique', 'midd']",59,Qatar airways,qatarairways delighted open first loro piana airport boutique midd,0.5111111111111111,0.31666666666666665,Positive,"['delighted', 'first']"
269,608,1337039482017689609,"['free', 'wifi', 'throughout', 'whole', 'flight', 'qatarairways']",0,Qatar airways,free wifi throughout whole flight qatarairways,0.6000000000000001,0.30000000000000004,Positive,"['free', 'whole']"
270,609,1337031046920101890,"['ambassador', 'josé', 'ramón', 'bauzá', 'today', 'embassy', 'engaging', 'discussion']",0,Qatar airways,ambassador josé ramón bauzá today embassy engaging discussion,0.7,0.4,Positive,['engaging']
271,610,1337028596096000001,"['ambassador', 'josé', 'ramón', 'bauzá', 'today', 'embassy', 'engaging', 'discussion']",3,Qatar airways,ambassador josé ramón bauzá today embassy engaging discussion,0.7,0.4,Positive,['engaging']
272,611,1337025209359097856,"['excited', 'announce', 'sponsorship', 'agreement', 'arab', 'tennis', 'player', 'jabeur', 'look', 'forward']",0,Qatar airways,excited announce sponsorship agreement arab tennis player jabeur look forward,0.75,0.375,Positive,['excited']
273,612,1337024902201810944,"['thrilled', 'welcome', 'jabeur', 'qatarairways', 'family', 'brand', 'ambassador', 'look', 'forward', 'seeing']",0,Qatar airways,thrilled welcome jabeur qatarairways family brand ambassador look forward seeing,0.8,0.7,Positive,"['thrilled', 'welcome']"
274,615,1337012300167909376,"['earlier', 'today', 'josé', 'ramón', 'bauzá', 'engaging', 'discussion', 'repatriation', 'international']",5,Qatar airways,earlier today josé ramón bauzá engaging discussion repatriation international,0.4,0.13333333333333333,Positive,['engaging']
275,618,1336996994997489665,"['travel', 'opportunity', 'seldom', 'better', 'time', 'away', 'qatarairways', 'safehaven', 'mald']",0,Qatar airways,travel opportunity seldom better time away qatarairways safehaven mald,0.5,0.5,Positive,['better']
276,623,1336973128434655232,"['qatarairways', 'trying', 'customer', 'service', 'center', 'sent', 'email', 'tuesday']",0,Qatar airways,qatarairways trying customer service center sent email tuesday,0.1,-0.1,Negative,['center']
277,626,1336964004451938306,"['qatarairways', 'delighted', 'open', 'first', 'loro', 'piana', 'airport', 'boutique', 'midd']",2,Qatar airways,qatarairways delighted open first loro piana airport boutique midd,0.5111111111111111,0.31666666666666665,Positive,"['delighted', 'first']"
278,628,1336957817849167873,"['female', 'passenger', 'pulled', 'flight', 'forced', 'invasive', 'exam', 'recently', 'given']",0,Qatar airways,female passenger pulled flight forced invasive exam recently given,0.2055555555555556,-0.10000000000000002,Negative,['forced']
279,632,1336947399411941378,"['qatarairways', 'clearly', 'violates', 'humanrights', 'forced', 'invasive', 'examination', 'female', 'airline', 'passeng']",0,Qatar airways,qatarairways clearly violates humanrights forced invasive examination female airline passeng,0.25,-0.06666666666666668,Negative,"['clearly', 'forced']"
280,634,1336946518549356545,"['many', 'passenger', 'alarmed', 'qatar', 'inability', 'accordingly', 'harassment', 'case', 'happened']",1,Qatar airways,many passenger alarmed qatar inability accordingly harassment case happened,0.5,0.5,Positive,['many']
281,635,1336945587300622336,"['airport', 'qatar', 'love', 'know', 'kind', 'animal', 'aircraft', 'tail', 'know', 'comment', 'section']",0,Qatar airways,airport qatar love know kind animal aircraft tail know comment section,0.75,0.55,Positive,"['love', 'kind']"
282,636,1336945493943988225,"['qatarairways', 'trying', 'customer', 'service', 'center', 'sent', 'email', 'tuesday']",0,Qatar airways,qatarairways trying customer service center sent email tuesday,0.1,-0.1,Negative,['center']
283,639,1336909708033081347,"['disgusting', 'airline', 'qatarairways']",0,Qatar airways,disgusting airline qatarairways,1.0,-1.0,Negative,['disgusting']
284,640,1336899364099387393,"['read', 'today', 'edition', 'peninsula', 'december', 'latest', 'update', 'qatar', 'covid', 'middleeast', 'vaccine']",0,Qatar airways,read today edition peninsula december latest update qatar covid middleeast vaccine,0.9,0.5,Positive,['latest']
285,641,1336885901977219072,"['want', 'justice', 'victim', 'qatarairways']",0,Qatar airways,want justice victim qatarairways,0.05,-0.07500000000000001,Negative,['victim']
286,644,1336879643039711233,"['qatarairways', 'qatar', 'government', 'contact', 'victim', 'since', 'australianwomen', 'subject']",0,Qatar airways,qatarairways qatar government contact victim since australianwomen subject,0.19166666666666665,-0.12083333333333332,Negative,"['victim', 'subject']"
287,645,1336858891271880705,"['qatar', 'love', 'know', 'kind', 'animal', 'aircraft', 'tail', 'know', 'comment']",44,Qatar airways,qatar love know kind animal aircraft tail know comment,0.75,0.55,Positive,"['love', 'kind']"
288,650,1336792669637382144,"['approach', 'preparation', 'continue', 'coming', 'highlight', 'young', 'qatari']",0,Qatar airways,approach preparation continue coming highlight young qatari,0.4,0.1,Positive,['young']
289,651,1336755539800432649,"['travel', 'opportunity', 'seldom', 'better', 'time', 'away', 'qatarairways', 'safehave']",0,Qatar airways,travel opportunity seldom better time away qatarairways safehave,0.5,0.5,Positive,['better']
290,658,1336726330029862914,"['sure', 'last', 'time', 'booked', 'flight', 'qatarairways', 'never', 'mess', 'company']",0,Qatar airways,sure last time booked flight qatarairways never mess company,0.3768518518518518,0.19583333333333333,Positive,"['sure', 'mess']"
291,661,1336702146763354114,"['qatar', 'airway', 'announced', 'plan', 'route', 'seattle', 'alongside', 'frequent', 'flyer', 'partnership', 'codeshare']",0,Qatar airways,qatar airway announced plan route seattle alongside frequent flyer partnership codeshare,0.3,0.1,Positive,['frequent']
292,663,1336694596307460099,"['approach', 'preparation', 'continue', 'coming', 'highlight', 'young', 'qatari']",94,Qatar airways,approach preparation continue coming highlight young qatari,0.4,0.1,Positive,['young']
293,665,1336684826506764295,"['timetravelling', 'best', 'friend', 'bill', 'facing', 'adventure', 'board', 'qatarairways', 'month', 'bill']",0,Qatar airways,timetravelling best friend bill facing adventure board qatarairways month bill,0.3,1.0,Positive,['best']
294,667,1336679494124355590,"['timetravelling', 'best', 'friend', 'bill', 'facing', 'adventure', 'board', 'qatarairways', 'month', 'bill']",44,Qatar airways,timetravelling best friend bill facing adventure board qatarairways month bill,0.3,1.0,Positive,['best']
295,670,1336654752952803330,"['today', 'shot', 'edit', 'totally', 'ripped', 'feature', 'stunning', 'dreamliner']",0,Qatar airways,today shot edit totally ripped feature stunning dreamliner,0.875,0.25,Positive,['stunning']
296,671,1336654502603214849,"['thrilled', 'welcome', 'jabeur', 'qatarairways', 'family', 'brand', 'ambassador', 'look', 'forward', 'seei']",164,Qatar airways,thrilled welcome jabeur qatarairways family brand ambassador look forward seei,0.8,0.7,Positive,"['thrilled', 'welcome']"
297,672,1336644562606039045,"['today', 'shot', 'edit', 'totally', 'ripped', 'feature', 'stunning']",51,Qatar airways,today shot edit totally ripped feature stunning,0.875,0.25,Positive,['stunning']
298,676,1336603405201133568,"['excited', 'announce', 'sponsorship', 'agreement', 'arab', 'tennis', 'player', 'jabeur', 'look']",442,Qatar airways,excited announce sponsorship agreement arab tennis player jabeur look,0.75,0.375,Positive,['excited']
299,677,1336596955112173568,"['qatarairways', 'female', 'passenger', 'clearly', 'violation', 'humanrights', 'must', 'accountab']",0,Qatar airways,qatarairways female passenger clearly violation humanrights must accountab,0.275,0.05000000000000001,Positive,['clearly']
300,678,1336591764677742592,"['qatar', 'tight', 'strict', 'security', 'grown', 'ironic', 'fact', 'qatarairways', 'employee', 'able', 'harass']",0,Qatar airways,qatar tight strict security grown ironic fact qatarairways employee able harass,0.6035714285714285,0.17380952380952386,Positive,"['tight', 'ironic', 'able']"
301,679,1336590681901428737,"['female', 'victim', 'invasive', 'examination', 'qatarairways', 'must', 'scared', 'shock', 'imagin']",0,Qatar airways,female victim invasive examination qatarairways must scared shock imagin,0.10833333333333334,-0.037500000000000006,Negative,['victim']
302,682,1336582118097317888,"['explore', 'charming', 'island', 'located', 'indian', 'ocean', 'east', 'africa', 'seychelles', 'best', 'tranquil', 'retreat']",0,Qatar airways,explore charming island located indian ocean east africa seychelles best tranquil retreat,0.65,0.85,Positive,"['charming', 'best']"
303,685,1336576674314465281,"['sustainable', 'nimble', 'agile', 'responsiveness', 'market', 'clearly', 'demonstrated', 'thing', 'airbus']",0,Qatar airways,sustainable nimble agile responsiveness market clearly demonstrated thing airbus,0.5666666666666667,0.3,Positive,"['agile', 'clearly']"
304,688,1336576548275687424,"['terrible', 'track', 'record', 'catching', 'flight', 'hopefully', 'youll', 'time', 'holiday', 'feeling']",0,Qatar airways,terrible track record catching flight hopefully youll time holiday feeling,0.95,-0.2,Negative,"['terrible', 'catching']"
305,689,1336576486111928322,"['board', 'special', 'flight', 'bombonera', 'home', 'vamosboca', 'qatarairways']",0,Qatar airways,board special flight bombonera home vamosboca qatarairways,0.5714285714285714,0.35714285714285715,Positive,['special']
306,690,1336576390259503105,"['glamorous', 'city', 'europe', 'famous', 'football', 'team', 'museum', 'architecture', 'book', 'flig']",0,Qatar airways,glamorous city europe famous football team museum architecture book flig,1.0,0.5,Positive,['famous']
307,691,1336576352548495360,"['qatarairways', 'flying', 'three', 'time', 'weekly', 'dynamic', 'energetic', 'bucharest', 'book']",0,Qatar airways,qatarairways flying three time weekly dynamic energetic bucharest book,0.3333333333333333,0.25,Positive,['energetic']
308,695,1336573226118508544,"['airline', 'contract', 'worthless', 'paper', 'rule', 'whoever', 'power', 'make']",0,Qatar airways,airline contract worthless paper rule whoever power make,0.9,-0.8,Negative,['worthless']
309,696,1336561465898139649,"['amount', 'collected', 'number', 'think', 'pink', 'fundraising', 'initiative', 'took', 'place', 'airli']",1,Qatar airways,amount collected number think pink fundraising initiative took place airli,0.3,-0.1,Negative,['pink']
310,699,1336536051268009985,"['read', 'today', 'edition', 'peninsula', 'december', 'latest', 'update', 'qatar', 'covid', 'middleeast', 'vaccine']",1,Qatar airways,read today edition peninsula december latest update qatar covid middleeast vaccine,0.9,0.5,Positive,['latest']
311,700,1336522964334825473,"['qatarairways', 'worst', 'airline']",0,Qatar airways,qatarairways worst airline,1.0,-1.0,Negative,['worst']
